,all_prices,avg_rating,ios_prices,list_price,name,num_voters,page_no,rank,rating,year
4495,"

			List: $69.99
		

Lowest Amazon: $45.00


New Amazon: $46.94




","
			7.63		","
New Amazon: $46.94



","
			List: $69.99
		",Heaven & Ale,"
			3572		",4,301,"
			7.067		",-2017
4496,"

			List: $79.95
		

Lowest Amazon: Too low to display


New Amazon: $71.73




","
			7.32		","
New Amazon: $71.73



","
			List: $79.95
		",Descent: Journeys in the Dark,"
			10874		",4,302,"
			7.066		",-2005
4497,"

			List: $20.00
		

Lowest Amazon: $16.12


New Amazon: $20.00




","
			7.24		","
New Amazon: $20.00



","
			List: $20.00
		",Innovation,"
			12883		",4,303,"
			7.066		",-2010
4498,"

			List: $54.99
		
","
			7.38		","
Lost Cities
(1999)
","
			List: $54.99
		",London (first edition),"
			5953		",4,304,"
			7.064		",-2010
4499,"

			List: $19.99
		

New Amazon: $16.99




","
			7.15		","
iOS App: $3.99
","
			List: $19.99
		",Lost Cities,"
			31639		",4,305,"
			7.061		",-1999
4500,"

			List: $56.91
		

New Amazon: $99.99

","
			7.56		","
iOS App: $4.99
","
			List: $56.91
		",Stockpile,"
			4116		",4,306,"
			7.057		",-2015
4501,"

			List: $39.99
		

Lowest Amazon: $19.50


New Amazon: $26.00




","
			7.28		","
New Amazon: $26.00



","
			List: $39.99
		",Sentinels of the Multiverse,"
			13216		",4,307,"
			7.056		",-2011
4502,"

			List: $39.99
		

New Amazon: $100.00

","
			7.46		",,"
			List: $39.99
		",Spartacus: A Game of Blood & Treachery,"
			6117		",4,308,"
			7.055		",-2012
4503,"

			List: $39.99
		

New Amazon: $35.99

","
			7.38		",,"
			List: $39.99
		",Bärenpark,"
			6381		",4,309,"
			7.054		",-2017
4504,"

Lowest Amazon: Too low to display


New Amazon: $32.99




","
			7.63		",,"
",The Godfather: Corleone's Empire,"
			3768		",4,310,"
			7.051		",-2017
4505,"

			List: $39.99
		

New Amazon: $35.99




","
			7.34		",,"
			List: $39.99
		",Dice Forge,"
			8286		",4,311,"
			7.049		",-2017
4506,"

Lowest Amazon: $8.00


New Amazon: $9.89




","
			7.14		",,"
",Hanabi,"
			31646		",4,312,"
			7.048		",-2010
4507,"

			List: $24.99
		

New Amazon: $19.99




","
			7.27		",,"
			List: $24.99
		",The Grizzled,"
			9737		",4,313,"
			7.047		",-2015
4508,"
","
			7.60		","

			List: $89.99
		

New Amazon: $49.55


","
														
													[",The Quacks of Quedlinburg,"
			3776		",4,314,"
			7.047		",-2018
4509,"

			List: $89.99
		

New Amazon: $49.55

","
			7.38		",,"
			List: $89.99
		",Archipelago,"
			6406		",4,315,"
			7.045		",-2012
4510,"

Lowest Amazon: $149.99


New Amazon: $349.95

","
			7.72		",,"
",Roads & Boats,"
			2751		",4,316,"
			7.044		",-1999
4511,"

Used Amazon: $199.99

","
			7.45		","
Biblios
(2007)
","
",Egizia,"
			4782		",4,317,"
			7.044		",-2009
4512,"

			List: $24.99
		

Lowest Amazon: $18.59


New Amazon: $19.99




","
			7.21		","
New Amazon: $19.99



","
			List: $24.99
		",Biblios,"
			12855		",4,318,"
			7.043		",-2007
4513,"

			List: $34.99
		

Lowest Amazon: $29.95


New Amazon: $32.49




","
			7.41		","
New Amazon: $32.49



","
			List: $34.99
		",Raptor,"
			5461		",4,319,"
			7.042		",-2015
4514,"

			List: $24.99
		

Lowest Amazon: $18.67


New Amazon: $19.59




","
			7.22		","
New Amazon: $19.59



","
			List: $24.99
		",One Night Ultimate Werewolf,"
			16739		",4,320,"
			7.041		",-2014
4515,"

			List: $48.99
		

New Amazon: Too low to display




","
			7.19		","
iOS App: $4.99
","
			List: $48.99
		",Catan,"
			84203		",4,321,"
			7.041		",-1995
4516,"

			List: $19.99
		

New Amazon: $19.99

","
			7.75		",,"
			List: $19.99
		",Time's Up! Title Recall!,"
			2666		",4,322,"
			7.040		",-2008
4517,"

New Amazon: $140.65




","
			7.64		","
Labyrinth: The War on Terror, 2001 – ?
(2010)
","
",Madeira,"
			3226		",4,323,"
			7.038		",-2013
4518,"

New Amazon: $70.00

","
			7.59		","
Pandemic: Reign of Cthulhu
(2016)
","
","Labyrinth: The War on Terror, 2001 – ?","
			3761		",4,324,"
			7.038		",-2010
4519,"

			List: $49.99
		

New Amazon: $39.99




","
			7.46		",,"
			List: $49.99
		",Pandemic: Reign of Cthulhu,"
			5763		",4,325,"
			7.038		",-2016
4520,"

			List: $49.99
		

Lowest Amazon: $39.99


New Amazon: $40.12




","
			7.30		","
New Amazon: $40.12



","
			List: $49.99
		",Small World Underground,"
			8596		",4,326,"
			7.038		",-2011
4521,"

			List: $74.99
		
","
			7.97		","
Mythic Battles: Pantheon
(2017)
","
			List: $74.99
		",Commands & Colors: Napoleonics,"
			2212		",4,327,"
			7.037		",-2010
4522,,"
			8.63		","

New Amazon: $147.95

","]
					",Mythic Battles: Pantheon,"
			1786		",4,328,"
			7.036		",-2017
4523,"

New Amazon: $147.95

","
			7.77		","
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set
(2013)
","
",The Great Zimbabwe,"
			2555		",4,329,"
			7.034		",-2012
4524,"

			List: $59.99
		

Lowest Amazon: $80.00


New Amazon: $119.95

","
			7.28		","
New Amazon: $119.95
","
			List: $59.99
		",Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,"
			11170		",4,330,"
			7.034		",-2013
4525,"

			List: $59.99
		

New Amazon: $43.48




","
			7.25		","
iOS App: $4.99
","
			List: $59.99
		",Legends of Andor,"
			11427		",4,331,"
			7.034		",-2012
4526,"

			List: $59.99
		

New Amazon: $26.76




","
			7.35		",,"
			List: $59.99
		",Deus,"
			6081		",4,332,"
			7.031		",-2014
4527,"

			List: $39.99
		

Lowest Amazon: Too low to display


New Amazon: $31.86




","
			7.17		","
New Amazon: $31.86



","
			List: $39.99
		",Colt Express,"
			18590		",4,333,"
			7.029		",-2014
4528,"

New Amazon: $49.99

","
			7.72		","
Photosynthesis
(2017)
","
",Earth Reborn,"
			3068		",4,334,"
			7.029		",-2010
4529,"

			List: $44.99
		

Lowest Amazon: $27.95


New Amazon: $30.17




","
			7.26		","
New Amazon: $30.17



","
			List: $44.99
		",Photosynthesis,"
			9669		",4,335,"
			7.026		",-2017
4530,"

			List: $14.95
		

New Amazon: $11.73

","
			7.71		",,"
			List: $14.95
		",Star Wars: Destiny,"
			3595		",4,336,"
			7.025		",-2016
4531,"

			List: $59.99
		

New Amazon: $213.71

","
			7.33		",,"
			List: $59.99
		",Airlines Europe,"
			6300		",4,337,"
			7.023		",-2011
4532,"

			List: $19.99
		

Lowest Amazon: $15.96


New Amazon: $16.52




","
			7.20		","
New Amazon: $16.52



","
			List: $19.99
		",Friday,"
			12988		",4,338,"
			7.022		",-2011
4533,"

			List: $89.99
		

New Amazon: $52.14

","
			7.25		","
iOS App: $4.99
","
			List: $89.99
		",PitchCar,"
			8634		",4,339,"
			7.020		",-1995
4534,"

			List: $69.99
		

Lowest Amazon: $80.00


New Amazon: $144.98




","
			7.49		","
New Amazon: $144.98



","
			List: $69.99
		",Vinhos,"
			4096		",4,340,"
			7.019		",-2010
4535,"

			List: $49.99
		

New Amazon: $139.99

","
			7.20		",,"
			List: $49.99
		",Libertalia,"
			10986		",4,341,"
			7.019		",-2012
4536,"

			List: $49.99
		

Lowest Amazon: $34.00


New Amazon: $44.28




","
			7.54		","
New Amazon: $44.28



","
			List: $49.99
		",First Class: All Aboard the Orient Express!,"
			3639		",4,342,"
			7.017		",-2016
4537,"

			List: $69.99
		

New Amazon: $69.99

","
			7.29		",,"
			List: $69.99
		",Euphoria: Build a Better Dystopia,"
			7667		",4,343,"
			7.016		",-2013
4538,"

			List: $59.99
		

New Amazon: $44.62




","
			7.30		",,"
			List: $59.99
		",Abyss,"
			7579		",4,344,"
			7.016		",-2014
4539,"

			List: $69.99
		

Lowest Amazon: $49.99


New Amazon: $59.08




","
			7.60		","
New Amazon: $59.08



","
			List: $69.99
		",Freedom: The Underground Railroad,"
			3245		",4,345,"
			7.014		",-2012
4540,"
","
			7.56		","

New Amazon: $35.95


","
														
													[",Hammer of the Scots,"
			3605		",4,346,"
			7.008		",-2002
4541,"

New Amazon: $35.95

","
			7.63		","
Vikings
(2007)
","
",Santa Maria,"
			3146		",4,347,"
			7.008		",-2017
4542,"

Used Amazon: $65.00

","
			7.27		","
Taj Mahal
(2000)
","
",Vikings,"
			7477		",4,348,"
			7.008		",-2007
4543,"

Lowest Amazon: $39.95


New Amazon: $74.95

","
			7.31		",,"
",Taj Mahal,"
			6638		",4,349,"
			7.008		",-2000
4544,"

			List: $59.99
		

New Amazon: $144.99

","
			7.13		",,"
			List: $59.99
		",Shadows over Camelot,"
			23394		",4,350,"
			7.008		",-2005
4545,"

			List: $59.99
		

Lowest Amazon: $21.09


New Amazon: $32.99




","
			7.28		","
New Amazon: $32.99



","
			List: $59.99
		",Elysium,"
			7139		",4,351,"
			7.007		",-2015
4546,"

Used Amazon: $229.99

","
			7.43		","
Citadels
(2000)
","
",Ginkgopolis,"
			4367		",4,352,"
			7.005		",-2012
4547,"

			List: $20.00
		

Lowest Amazon: $24.00


New Amazon: $99.99

","
			7.10		","
New Amazon: $99.99
","
			List: $20.00
		",Citadels,"
			43432		",4,353,"
			7.004		",-2000
4548,"

			List: $34.95
		

New Amazon: $32.99

","
			7.27		","
iOS App: $3.99
","
			List: $34.95
		",Paperback,"
			7225		",4,354,"
			7.002		",-2014
4549,"

			List: $119.99
		

New Amazon: $51.93




","
			7.83		",,"
			List: $119.99
		",Conan,"
			3161		",4,355,"
			6.999		",-2016
4550,"

			List: $59.99
		

Lowest Amazon: $49.99


New Amazon: $53.43




","
			7.23		","
New Amazon: $53.43



","
			List: $59.99
		",Tales of the Arabian Nights,"
			10446		",4,356,"
			6.999		",-2009
4551,"

			List: $39.95
		

New Amazon: $31.96




","
			7.68		",,"
			List: $39.95
		",A Game of Thrones: The Card Game (Second Edition),"
			3402		",4,357,"
			6.996		",-2015
4552,"

			List: $34.99
		

New Amazon: $27.94




","
			7.68		",,"
			List: $34.99
		",TZAAR,"
			2740		",4,358,"
			6.994		",-2007
4553,"

			List: $31.49
		

Lowest Amazon: $29.82


New Amazon: $31.28




","
			7.14		","
New Amazon: $31.28



","
			List: $31.49
		",Ingenious,"
			14320		",4,359,"
			6.994		",-2004
4554,"

			List: $53.95
		

Lowest Amazon: Too low to display


New Amazon: $47.96




","
			7.25		","
New Amazon: $47.96



","
			List: $53.95
		",A Game of Thrones (First Edition),"
			9784		",4,360,"
			6.992		",-2003
4555,"

			List: $32.99
		

Lowest Amazon: $22.49


New Amazon: $24.01




","
			7.21		","
New Amazon: $24.01



","
			List: $32.99
		",Magic Maze,"
			9893		",4,361,"
			6.991		",-2017
4556,"

			List: $90.00
		

Lowest Amazon: $39.96


New Amazon: $43.50




","
			7.76		","
New Amazon: $43.50



","
			List: $90.00
		",The Colonists,"
			2529		",4,362,"
			6.988		",-2016
4557,"

			List: $49.99
		

New Amazon: $99.99

","
			7.35		",,"
			List: $49.99
		",Automobile,"
			5081		",4,363,"
			6.987		",-2009
4558,"

			List: $39.95
		

Lowest Amazon: $29.82


New Amazon: $29.99




","
			7.24		","
New Amazon: $29.99



","
			List: $39.95
		",Imhotep,"
			8282		",4,364,"
			6.987		",-2016
4559,"

			List: $39.99
		

Lowest Amazon: Too low to display


New Amazon: $34.51




","
			7.20		","
New Amazon: $34.51



","
			List: $39.99
		",Evolution,"
			10582		",4,365,"
			6.986		",-2014
4560,"

			List: $49.95
		

New Amazon: $36.68




","
			7.21		",,"
			List: $49.95
		",Last Will,"
			8046		",4,366,"
			6.982		",-2011
4561,"

			List: $49.99
		

Used Amazon: $95.00

","
			7.10		",,"
			List: $49.99
		",RoboRally,"
			21159		",4,367,"
			6.981		",-1994
4562,"

Used Amazon: $269.99

","
			7.34		","
Nexus Ops
(2005)
","
",StarCraft: The Board Game,"
			6654		",4,368,"
			6.981		",-2007
4563,"

			List: $59.95
		

Lowest Amazon: $60.00


New Amazon: $124.99




","
			7.23		","
New Amazon: $124.99



","
			List: $59.95
		",Nexus Ops,"
			8116		",4,369,"
			6.979		",-2005
4564,"

Lowest Amazon: $50.00


New Amazon: $54.95

","
			7.11		",,"
",Thurn and Taxis,"
			16597		",4,370,"
			6.979		",-2006
4565,"

			List: $79.99
		

New Amazon: $59.95

","
			7.46		",,"
			List: $79.99
		",Francis Drake,"
			3907		",4,371,"
			6.978		",-2013
4566,"

			List: $44.99
		

New Amazon: $52.99




","
			7.32		",,"
			List: $44.99
		",Lords of Vegas,"
			5577		",4,372,"
			6.977		",-2010
4567,"

			List: $14.99
		

Lowest Amazon: $12.95


New Amazon: $13.80




","
			7.31		","
New Amazon: $13.80



","
			List: $14.99
		",Schotten Totten,"
			5611		",4,373,"
			6.977		",-1999
4568,"

New Amazon: $90.00




","
			7.79		","
Carson City
(2009)
","
",Western Legends,"
			2648		",4,374,"
			6.976		",-2018
4569,"

Used Amazon: $99.99

","
			7.27		","
Sushi Go!
(2013)
","
",Carson City,"
			6315		",4,375,"
			6.975		",-2009
4570,"

			List: $14.99
		

Lowest Amazon: $5.99


New Amazon: $10.99




","
			7.08		","
New Amazon: $10.99



","
			List: $14.99
		",Sushi Go!,"
			26214		",4,376,"
			6.972		",-2013
4571,"

Lowest Amazon: $51.80


New Amazon: $68.05




","
			7.22		",,"
",Colosseum,"
			7923		",4,377,"
			6.972		",-2007
4572,"

			List: $44.99
		

Lowest Amazon: $28.58


New Amazon: $33.78




","
			7.30		","
New Amazon: $33.78



","
			List: $44.99
		",Mystic Vale,"
			6381		",4,378,"
			6.971		",-2016
4573,"

			List: $49.99
		

Lowest Amazon: $73.75


New Amazon: $214.77




","
			7.42		","
New Amazon: $214.77



","
			List: $49.99
		",Thunderstone Advance: Towers of Ruin,"
			4374		",4,379,"
			6.970		",-2012
4574,"
","
			7.26		","

			List: $69.99
		

Used Amazon: $249.99


","
														
													[",Chinatown,"
			6855		",4,380,"
			6.969		",-1999
4575,"

			List: $69.99
		

Used Amazon: $249.99

","
			7.54		",,"
			List: $69.99
		",The Republic of Rome,"
			3692		",4,381,"
			6.968		",-1990
4576,"

			List: $89.99
		

New Amazon: $62.99




","
			7.21		",,"
			List: $89.99
		",Zombicide,"
			14049		",4,382,"
			6.966		",-2012
4577,"

			List: $59.95
		

Lowest Amazon: $46.99


New Amazon: $47.95




","
			7.68		","
New Amazon: $47.95



","
			List: $59.95
		",Gùgōng,"
			2702		",4,383,"
			6.964		",-2018
4578,"

Lowest Amazon: $29.62


New Amazon: $44.95

","
			7.49		",,"
",Struggle of Empires,"
			3591		",4,384,"
			6.964		",-2004
4579,"

New Amazon: $61.00




","
			8.16		","
DVONN
(2001)
","
",Sword & Sorcery,"
			2166		",4,385,"
			6.963		",-2017
4580,"

			List: $32.99
		

New Amazon: $31.04




","
			7.44		",,"
			List: $32.99
		",DVONN,"
			4030		",4,386,"
			6.963		",-2001
4581,"

Lowest Amazon: $175.00


New Amazon: $239.98

","
			7.48		",,"
",Gears of War: The Board Game,"
			4281		",4,387,"
			6.962		",-2011
4582,"

New Amazon: $74.95

","
			7.44		","
Chicago Express
(2007)
","
",Snowdonia,"
			3814		",4,388,"
			6.961		",-2012
4583,"

			List: $62.95
		

New Amazon: $28.35

","
			7.23		",,"
			List: $62.95
		",Chicago Express,"
			6775		",4,389,"
			6.960		",-2007
4584,"

			List: $59.99
		

New Amazon: $39.99

","
			7.30		",,"
			List: $59.99
		",AquaSphere,"
			5443		",4,390,"
			6.955		",-2014
4585,"

			List: $59.99
		

Lowest Amazon: $37.18


New Amazon: $39.49




","
			7.62		","
New Amazon: $39.49



","
			List: $59.99
		",KLASK,"
			2866		",4,391,"
			6.955		",-2014
4586,"

			List: $19.99
		

Lowest Amazon: $14.79


New Amazon: $19.27




","
			7.05		","
New Amazon: $19.27



","
			List: $19.99
		",Bohnanza,"
			33493		",4,392,"
			6.950		",-1997
4587,"

			List: $59.99
		

Lowest Amazon: $22.27


New Amazon: $23.35




","
			7.59		","
New Amazon: $23.35



","
			List: $59.99
		",Runebound (Third Edition),"
			3495		",4,393,"
			6.950		",-2015
4588,"

			List: $39.99
		

Lowest Amazon: $34.95


New Amazon: $44.99




","
			7.59		","
New Amazon: $44.99



","
			List: $39.99
		",Baseball Highlights: 2045,"
			2891		",4,394,"
			6.949		",-2015
4589,"

			List: $24.99
		

Lowest Amazon: $19.99


New Amazon: $21.89




","
			7.17		","
New Amazon: $21.89



","
			List: $24.99
		",Skull,"
			9469		",4,395,"
			6.948		",-2011
4590,"

			List: $55.99
		
","
			7.31		","
Nemo's War (second edition)
(2017)
","
			List: $55.99
		",Quantum,"
			5613		",4,396,"
			6.948		",-2013
4591,"

			List: $75.00
		

Lowest Amazon: $74.99


New Amazon: $84.99

","
			8.08		","
New Amazon: $84.99
","
			List: $75.00
		",Nemo's War (second edition),"
			1694		",4,397,"
			6.948		",-2017
4592,"

			List: $79.99
		

New Amazon: $98.16

","
			7.49		",,"
			List: $79.99
		",Wallenstein (first edition),"
			3395		",4,398,"
			6.946		",-2002
4593,,"
			8.09		","

			List: $49.99
		

Lowest Amazon: $32.99


New Amazon: $34.96




","]
					",Shadows of Brimstone: Swamps of Death,"
			1925		",4,399,"
			6.945		",-2014
4594,"

			List: $49.99
		

Lowest Amazon: $32.99


New Amazon: $34.96




","
			7.19		","
New Amazon: $34.96



","
			List: $49.99
		",Potion Explosion,"
			8530		",4,400,"
			6.944		",-2015
4595,"

			List: $24.99
		

New Amazon: $14.50




","
			6.73		",,"
			List: $24.99
		",Looterz,"
			342		",40,3901,"
			5.731		",-2016
4596,,"
			6.69		","

Lowest Amazon: $50.00


New Amazon: $69.99




","]
					",Was'n das?,"
			302		",40,3902,"
			5.731		",-2005
4597,"

Lowest Amazon: $50.00


New Amazon: $69.99




","
			7.52		",,"
",Krosmaster Arena 2.0,"
			200		",40,3903,"
			5.731		",-2016
4598,"
","
			6.21		",,"
														
													[",Adios Amigos,"
			636		",40,3904,"
			5.731		",-2009
4599,,"
			6.81		",,"]
					",Händler der Karibik,"
			266		",40,3905,"
			5.731		",-2013
4600,,"
			6.75		",,"]
					",Anno 1701: Das Brettspiel,"
			275		",40,3906,"
			5.731		",-2007
4601,,"
			7.36		",,"]
					",Deja Vu: Fragments of Memory,"
			182		",40,3907,"
			5.731		",-2018
4602,,"
			6.69		","

New Amazon: $149.99




","]
					",Tribes: Early Civilization,"
			313		",40,3908,"
			5.731		",-2017
4603,"

New Amazon: $149.99




","
			6.63		","
Brandywine
(2000)
","
",Kanzume Goddess,"
			373		",40,3909,"
			5.731		",-2012
4604,,"
			7.27		","

			List: $24.95
		

Lowest Amazon: $8.46


New Amazon: $22.39




","]
					",Brandywine,"
			186		",40,3910,"
			5.731		",-2000
4605,"

			List: $24.95
		

Lowest Amazon: $8.46


New Amazon: $22.39




","
			6.37		","
New Amazon: $22.39



","
			List: $24.95
		",Codenames: Marvel,"
			486		",40,3911,"
			5.730		",-2017
4606,"

Lowest Amazon: $79.95


New Amazon: $167.29

","
			6.16		",,"
",Tulipmania 1637,"
			691		",40,3912,"
			5.730		",-2009
4607,,"
			7.24		","

			List: $19.99
		

New Amazon: $8.99

","]
					",Cornerstone,"
			209		",40,3913,"
			5.730		",-2008
4608,"

			List: $19.99
		

New Amazon: $8.99

","
			6.45		",,"
			List: $19.99
		",Bomb Squad Academy,"
			414		",40,3914,"
			5.730		",-2015
4609,"

			List: $9.99
		

Lowest Amazon: $12.00


New Amazon: $24.71

","
			5.94		","
New Amazon: $24.71
","
			List: $9.99
		",Blink,"
			1701		",40,3915,"
			5.730		",-1995
4610,"
","
			6.91		",,"
														
													[",Yu-Gi-Oh! Dice Masters,"
			250		",40,3916,"
			5.730		",-2015
4611,,"
			6.36		","

New Amazon: $41.09

","]
					",X-Bugs,"
			509		",40,3917,"
			5.730		",-2001
4612,"

New Amazon: $41.09

","
			6.67		","
Clue: Harry Potter Edition
(2008)
","
",Mercante,"
			301		",40,3918,"
			5.730		",-2012
4613,,"
			6.29		",,"]
					",Savannah Tails,"
			496		",40,3920,"
			5.729		",-2009
4614,,"
			6.48		","
","]
					",Pick-a-Polar Bear,"
			400		",40,3921,"
			5.729		",-2013
4615,"
","
			6.32		",,"
														
													[",Regatta,"
			517		",40,3922,"
			5.729		",-1967
4616,,"
			6.75		",,"]
					",Herbalism,"
			298		",40,3923,"
			5.729		",-2017
4617,,"
			6.56		",,"]
					",Sternenhimmel,"
			323		",40,3924,"
			5.729		",-1995
4618,,"
			6.82		",,"]
					",Chase,"
			292		",40,3925,"
			5.729		",-1985
4619,,"
			6.34		",,"]
					",Samara,"
			458		",40,3926,"
			5.729		",-2015
4620,,"
			6.60		",,"]
					",Members Only,"
			318		",40,3927,"
			5.729		",-1996
4621,,"
			6.51		",,"]
					",Barbarian Prince,"
			446		",40,3928,"
			5.729		",-1981
4622,,"
			7.75		","

			List: $10.01
		

Lowest Amazon: $6.79


New Amazon: $10.00




","]
					",La Bataille de Ligny,"
			163		",40,3929,"
			5.729		",-1991
4623,"

			List: $10.01
		

Lowest Amazon: $6.79


New Amazon: $10.00




","
			6.26		","
New Amazon: $10.00



","
			List: $10.01
		",Sherlock,"
			543		",40,3930,"
			5.729		",-1999
4624,,"
			6.30		","
Cranium WOW
(2007)
","]
					",Dungeoneer: Haunted Woods of Malthorin,"
			528		",40,3931,"
			5.728		",-2004
4625,"

			List: $34.99
		

Lowest Amazon: $13.00


New Amazon: $49.00

","
			6.16		","
New Amazon: $49.00
","
			List: $34.99
		",Cranium WOW,"
			857		",40,3933,"
			5.728		",-2007
4626,,"
			6.41		",,"]
					",Monuments: Wonders of Antiquity,"
			413		",40,3934,"
			5.728		",-2008
4627,,"
			7.98		","

Used Amazon: $119.95

","]
					",Seeders from Sereis: Exodus,"
			179		",40,3935,"
			5.728		",-2017
4628,"

Used Amazon: $119.95

","
			6.02		","
Svea Rike
(1997)
","
",Feudal,"
			1290		",40,3936,"
			5.728		",-1967
4629,,"
			6.35		","

New Amazon: $39.90

","]
					",Svea Rike,"
			529		",40,3937,"
			5.728		",-1997
4630,"

New Amazon: $39.90

","
			6.32		","
Creationary
(2009)
","
",Terra Prime,"
			469		",40,3938,"
			5.728		",-2009
4631,"

			List: $34.99
		

Lowest Amazon: $24.99


New Amazon: $104.49




","
			5.93		","
New Amazon: $104.49



","
			List: $34.99
		",Creationary,"
			1543		",40,3939,"
			5.728		",-2009
4632,"

			List: $29.99
		

Lowest Amazon: $33.33


New Amazon: $40.00

","
			6.74		","
New Amazon: $40.00
","
			List: $29.99
		",Octi,"
			310		",40,3942,"
			5.727		",-1999
4633,,"
			7.00		",,"]
					",Symphony No.9,"
			224		",40,3943,"
			5.727		",-2018
4634,,"
			7.09		",,"]
					",Pampas Railroads,"
			204		",40,3944,"
			5.727		",-2001
4635,,"
			6.66		","

			List: $19.99
		

New Amazon: $15.99

","]
					",Enemy Chocolatier,"
			315		",40,3945,"
			5.727		",-2006
4636,"

			List: $19.99
		

New Amazon: $15.99

","
			6.39		",,"
			List: $19.99
		",Micro Robots,"
			459		",40,3946,"
			5.727		",-2016
4637,"

Lowest Amazon: $24.97


New Amazon: $30.00




","
			6.67		",,"
",Cartagena,"
			313		",40,3947,"
			5.727		",-2017
4638,,"
			7.03		","
Terrace
(1992)
","]
					",Majolica,"
			222		",40,3948,"
			5.727		",-2018
4639,"

Used Amazon: $36.00

","
			6.37		","
Demon Worker
(2016)
","
",Terrace,"
			493		",40,3950,"
			5.727		",-1992
4640,"

New Amazon: $25.49

","
			7.08		","
Dinosaurs of the Lost World
(1987)
","
",Demon Worker,"
			215		",40,3951,"
			5.727		",-2016
4641,"
","
			6.55		",,"
														
													[",Dinosaurs of the Lost World,"
			382		",40,3952,"
			5.727		",-1987
4642,,"
			6.16		","
","]
					",Breakaway Rider,"
			710		",40,3953,"
			5.727		",-1963
4643,"
","
			6.99		","

Lowest Amazon: $54.49


New Amazon: $78.60





","
														
													[",Statis Pro Basketball,"
			255		",40,3954,"
			5.727		",-1972
4644,"

Lowest Amazon: $54.49


New Amazon: $78.60




","
			6.93		",,"
",U-Boat Leader,"
			277		",40,3955,"
			5.726		",-2011
4645,,"
			6.19		",,"]
					",Express,"
			599		",40,3957,"
			5.726		",-1990
4646,,"
			6.46		",,"]
					",BITS,"
			373		",40,3958,"
			5.726		",-2011
4647,,"
			7.26		",,"]
					",Cataphract,"
			190		",40,3959,"
			5.726		",-1999
4648,,"
			6.79		",,"]
					",Totensonntag,"
			307		",40,3960,"
			5.726		",-2007
4649,,"
			7.81		","

			List: $24.95
		

New Amazon: $24.95

","]
					",Star Trek: The Dice Game,"
			164		",40,3961,"
			5.726		",-2016
4650,"

			List: $24.95
		

New Amazon: $24.95

","
			6.41		",,"
			List: $24.95
		",Cavemen: The Quest for Fire,"
			428		",40,3962,"
			5.726		",-2012
4651,"

			List: $24.99
		

New Amazon: $15.49

","
			6.17		",,"
			List: $24.99
		",Techno Witches,"
			623		",40,3963,"
			5.726		",-2005
4652,"

			List: $39.95
		

New Amazon: $22.11




","
			6.45		",,"
			List: $39.95
		",Lazer Ryderz,"
			436		",40,3964,"
			5.726		",-2017
4653,"

			List: $69.95
		

New Amazon: $60.10




","
			6.90		",,"
			List: $69.95
		",Magnastorm,"
			263		",40,3965,"
			5.726		",-2018
4654,"

New Amazon: $11.99

","
			6.10		","
Fire of Eidolon
(2017)
","
",Mage Knight,"
			919		",40,3966,"
			5.726		",-2000
4655,"

			List: $34.99
		

New Amazon: $34.98




","
			7.20		",,"
			List: $34.99
		",Fire of Eidolon,"
			222		",40,3967,"
			5.725		",-2017
4656,,"
			7.09		","
Next War: Taiwan
(2014)
","]
					",Wrath of Dragons,"
			222		",40,3968,"
			5.725		",-2015
4657,"

New Amazon: $62.99

","
			8.06		","
King Chocolate
(2015)
","
",Next War: Taiwan,"
			133		",40,3970,"
			5.725		",-2014
4658,"

			List: $49.00
		

Lowest Amazon: $36.95


New Amazon: $45.96




","
			6.65		","
New Amazon: $45.96



","
			List: $49.00
		",King Chocolate,"
			297		",40,3971,"
			5.725		",-2015
4659,,"
			6.71		","
Neptun
(2014)
","]
					",Air Superiority,"
			352		",40,3973,"
			5.725		",-1987
4660,"

			List: $59.90
		

New Amazon: $44.47




","
			6.56		",,"
			List: $59.90
		",Neptun,"
			348		",40,3975,"
			5.725		",-2014
4661,"

Lowest Amazon: $69.99


New Amazon: $81.12




","
			7.93		",,"
",Blitz! A World in Conflict,"
			162		",40,3976,"
			5.725		",-2015
4662,,"
			7.21		","

			List: $55.00
		

Used Amazon: $129.95

","]
					",Deduce or Die,"
			190		",40,3977,"
			5.725		",-2003
4663,"

			List: $55.00
		

Used Amazon: $129.95

","
			7.39		",,"
			List: $55.00
		","Bloody April, 1917: Air War Over Arras, France","
			185		",40,3978,"
			5.725		",-2012
4664,"

			List: $66.99
		

New Amazon: $100.00

","
			7.56		",,"
			List: $66.99
		",Bomber Command,"
			166		",40,3980,"
			5.725		",-2012
4665,,"
			8.63		","

			List: $24.99
		

Lowest Amazon: $23.00


New Amazon: $81.99

","]
					",Tenkatoitsu,"
			109		",40,3981,"
			5.724		",-2016
4666,"

			List: $24.99
		

Lowest Amazon: $23.00


New Amazon: $81.99

","
			6.02		","
New Amazon: $81.99
","
			List: $24.99
		",Risk: Star Wars – The Clone Wars Edition,"
			1432		",40,3982,"
			5.724		",-2005
4667,,"
			6.26		","
Cobra
(1977)
","]
					",Conspiracy,"
			550		",40,3983,"
			5.724		",-1973
4668,,"
			6.72		","

			List: $50.00
		

Lowest Amazon: $47.50


New Amazon: $48.99




","]
					",Cobra,"
			304		",40,3985,"
			5.724		",-1977
