,all_prices,avg_rating,ios_prices,list_price,name,num_voters,page_no,rank,rating,year
7159,"

New Amazon: $43.99

","
			6.27		","
Chaostle
(2011)
","
",Lords of the Sierra Madre (second edition),"
			133		",76,7553,"
			5.571		",-1995
7160,"

Used Amazon: $149.99

","
			6.33		","
Anno Domini: Europa
(2009)
","
",Chaostle,"
			241		",76,7554,"
			5.571		",-2011
7161,,"
			5.87		","
Rise!
(2012)
","]
					",Mini FITS,"
			260		",76,7559,"
			5.571		",-2010
7162,,"
			6.17		","
Ants!
(2009)
","]
					",Rise!,"
			185		",76,7561,"
			5.571		",-2012
7163,,"
			6.04		","
MLB Showdown
(2000)
","]
					",Ants!,"
			224		",76,7563,"
			5.571		",-2009
7164,,"
			8.06		",,"]
					",Chartered: The Golden Age,"
			46		",76,7567,"
			5.571		",-2019
7165,,"
			6.60		","
Battleground Fantasy Warfare: Elves of Ravenwood
(2006)
","]
					",Mob Town,"
			88		",76,7568,"
			5.571		",-2013
7166,,"
			7.62		","
A.E.G.I.S.: Combining Robot Strategy Game
(2018)
","]
					",A Spoiled Victory: Dunkirk 1940,"
			43		",76,7571,"
			5.571		",-2014
7167,,"
			7.88		","
War for Edaðh
(2008)
","]
					",A.E.G.I.S.: Combining Robot Strategy Game,"
			63		",76,7573,"
			5.571		",-2018
7168,"
","
			6.45		",,"
														
													[",War for Edaðh,"
			176		",76,7575,"
			5.571		",-2008
7169,,"
			6.92		","
Embrace An Angry Wind
(1992)
","]
					",Shenandoah: Jackson's Valley Campaign,"
			63		",76,7577,"
			5.571		",-2011
7170,,"
			5.74		","
Cubiko
(2009)
","]
					",Burgoo,"
			578		",76,7581,"
			5.571		",-2014
7171,"

Used Amazon: $47.89

","
			6.23		","
Eclipse
(1999)
","
",Bounce It-In Game,"
			129		",76,7588,"
			5.571		",-1984
7172,"
","
			6.25		",,"
														
													[",Eclipse,"
			147		",76,7589,"
			5.571		",-1999
7173,,"
			6.43		","
Miss Poutine
(2009)
","]
					",Off Your Rocker,"
			121		",76,7593,"
			5.571		",-2012
7174,,"
			6.43		","
Circle of Fire: The Siege of Cholm, 1942
(2014)
","]
					",Aces High,"
			115		",76,7596,"
			5.571		",-1980
7175,"

Used Amazon: $68.99

","
			6.36		","
Nature of the Beast: Farm vs. Forest
(2005)
","
",Autokrator,"
			133		",77,7610,"
			5.570		",-2012
7176,"

New Amazon: $22.71

","
			6.45		","
Star Fleet Battles (Commander's Edition)
(1983)
","
",Nature of the Beast: Farm vs. Forest,"
			106		",77,7611,"
			5.570		",-2005
7177,"

Used Amazon: $25.99

","
			5.84		","
The Siege of Orgun
(2015)
","
",Dungeon Dice,"
			369		",77,7619,"
			5.570		",-1977
7178,"

New Amazon: $55.00

","
			5.91		","
Kaiju Crush
(2017)
","
",Space Maze,"
			289		",77,7621,"
			5.570		",-2011
7179,,"
			6.58		","
Probe
(1964)
","]
					",Kaiju Crush,"
			110		",77,7622,"
			5.570		",-2017
7180,"

Lowest Amazon: $9.99


New Amazon: $89.95

","
			5.76		",,"
",Probe,"
			704		",77,7624,"
			5.570		",-1964
7181,"

			List: $74.99
		

New Amazon: $26.00




","
			6.89		",,"
			List: $74.99
		",Rayguns and Rocketships,"
			111		",77,7627,"
			5.570		",-2017
7182,"

Used Amazon: $99.00

","
			5.88		","
Sissi!: Die Bohnenkaiserin
(2013)
","
",Skybridge,"
			271		",77,7628,"
			5.570		",-2006
7183,,"
			5.97		","
Conquest of Speros
(2015)
","]
					",Cat & Chocolate,"
			227		",77,7630,"
			5.570		",-2010
7184,"

			List: $24.99
		

New Amazon: $14.00

","
			6.10		",,"
			List: $24.99
		",Conquest of Speros,"
			167		",77,7632,"
			5.570		",-2015
7185,,"
			7.80		","
Triumphant Fox
(1994)
","]
					",Tank Chess,"
			49		",77,7634,"
			5.570		",-2016
7186,,"
			7.37		","
Top That!
(2016)
","]
					",Triumphant Fox,"
			56		",77,7636,"
			5.570		",-1994
7187,,"
			5.81		","
KIPP X
(2012)
","]
					",Dragon Dice,"
			1038		",77,7640,"
			5.570		",-1995
7188,,"
			7.13		",,"]
					",La Révolution française: La patrie en danger 1790-1796,"
			60		",77,7645,"
			5.570		",-1995
7189,,"
			7.02		","
Lock 'n Load Tactical: Heroes of the Motherland
(2015)
","]
					",U.S. Telegraph,"
			65		",77,7646,"
			5.570		",-2018
7190,"

			List: $29.99
		

New Amazon: $21.34




","
			6.25		",,"
			List: $29.99
		",Zombie Tsunami,"
			206		",77,7649,"
			5.569		",-2017
7191,,"
			7.47		","
For The Win
(2012)
","]
					",Magic Realm Light 30,"
			47		",77,7651,"
			5.569		",-2015
7192,,"
			5.77		","
Great War at Sea: U.S. Navy Plan Red
(2002)
","]
					",For The Win,"
			469		",77,7653,"
			5.569		",-2012
7193,,"
			7.01		","
Word Basket
(2002)
","]
					",Ember: the Magical Card Game,"
			107		",77,7656,"
			5.569		",-2016
7194,,"
			6.42		","

New Amazon: $29.49




","]
					",I Am Spartacus!,"
			109		",77,7664,"
			5.569		",-1992
7195,"

New Amazon: $29.49




","
			6.64		","
1831
(1996)
","
",Fantastic Beasts: Perilous Pursuit,"
			107		",77,7665,"
			5.569		",-2018
7196,"

			List: $20.09
		

Lowest Amazon: $12.00


New Amazon: $19.16




","
			5.75		","
New Amazon: $19.16



","
			List: $20.09
		",Geek Out!,"
			732		",77,7670,"
			5.569		",-2013
7197,"

Lowest Amazon: $25.00


New Amazon: $29.95

","
			5.81		",,"
",Humans!!!,"
			653		",77,7672,"
			5.569		",-2008
7198,"

New Amazon: $54.99




","
			7.39		","
Vampyre
(1981)
","
",Tadmor,"
			58		",77,7679,"
			5.569		",-2017
7199,,"
			8.52		",,"]
					",Pax Pamir (Second Edition),"
			32		",77,7686,"
			5.569		",-2019
7200,,"
			7.82		",,"]
					",Nanty Narking,"
			41		",77,7687,"
			5.569		",-2019
7201,,"
			7.17		","
Nations in Arms: Valmy to Waterloo
(2012)
","]
					",War Stories: Liberty Road,"
			62		",77,7688,"
			5.569		",-2014
7202,,"
			7.09		","
The Flowers of the Forest
(1995)
","]
					",Nations in Arms: Valmy to Waterloo,"
			68		",77,7690,"
			5.569		",-2012
7203,"

			List: $29.99
		

Lowest Amazon: $18.00


New Amazon: $20.99




","
			5.87		","
New Amazon: $20.99



","
			List: $29.99
		",The Mysterious Forest,"
			325		",77,7695,"
			5.569		",-2016
7204,,"
			6.71		","
Crab Stack
(2015)
","]
					",Quackshot,"
			80		",78,7701,"
			5.568		",-1995
7205,,"
			6.29		","
Moorea
(2018)
","]
					",Ninja Burger: Secret Ninja Death Touch Edition,"
			149		",78,7705,"
			5.568		",-2009
7206,,"
			6.36		",,"]
					",Moorea,"
			119		",78,7707,"
			5.568		",-2018
7207,,"
			6.67		","
RoadKill
(1993)
","]
					",Kyoto Protocol,"
			76		",78,7708,"
			5.568		",-2015
7208,,"
			5.89		","
Landslide
(1971)
","]
					",RoadKill,"
			284		",78,7710,"
			5.568		",-1993
7209,,"
			6.34		","
Global Powers
(2003)
","]
					",The Sword and the Stars,"
			119		",78,7713,"
			5.568		",-1981
7210,,"
			6.10		","
Year of the Rat: Vietnam, 1972
(1972)
","]
					",Spaghetti,"
			172		",78,7718,"
			5.568		",-2016
7211,"

New Amazon: $49.99

","
			5.77		","
Bell-Bottomed Badassses on the Mean Streets of Funk
(2004)
","
",FBI,"
			463		",78,7721,"
			5.568		",-2004
7212,"

			List: $19.99
		

New Amazon: $24.99




","
			5.95		",,"
			List: $19.99
		",Bell-Bottomed Badassses on the Mean Streets of Funk,"
			216		",78,7722,"
			5.568		",-2004
7213,"

Lowest Amazon: $19.95


New Amazon: $41.95

","
			5.89		",,"
",Mission Command Sea,"
			273		",78,7723,"
			5.568		",-2003
7214,,"
			6.33		","
Saga: The Crescent and the Cross
(2014)
","]
					",Seelöwe,"
			133		",78,7724,"
			5.568		",-1974
7215,,"
			6.04		","
The Boldest
(2018)
","]
					",Thieves!,"
			194		",78,7727,"
			5.568		",-2015
7216,"
","
			6.22		",,"
														
													[",The Boldest,"
			144		",78,7729,"
			5.568		",-2018
7217,,"
			8.22		","
Władca Areny
(2012)
","]
					",Horse & Musket: Dawn of an Era,"
			46		",78,7735,"
			5.568		",-2017
7218,,"
			6.83		","
Beer Empire
(2016)
","]
					",Władca Areny,"
			82		",78,7737,"
			5.568		",-2012
7219,,"
			6.47		","
Atmosfear: The Harbingers
(1995)
","]
					",Beer Empire,"
			100		",78,7739,"
			5.568		",-2016
7220,"

Lowest Amazon: $106.99


New Amazon: $174.90




","
			5.90		",,"
",Atmosfear: The Harbingers,"
			442		",78,7741,"
			5.568		",-1995
7221,"

Lowest Amazon: $45.99


New Amazon: $54.34




","
			7.02		",,"
",Zpocalypse 2: Defend the Burbs,"
			72		",78,7746,"
			5.567		",-2017
7222,,"
			6.27		","
Anno Domini: Kunst
(2001)
","]
					",Renegade Legion: Leviathan,"
			144		",78,7748,"
			5.567		",-1989
7223,,"
			6.36		","

New Amazon: $11.99




","]
					",Kahmaté,"
			102		",78,7753,"
			5.567		",-2008
7224,"

New Amazon: $11.99




","
			6.60		","
Munchkin Collectible Card Game
(2018)
","
",Mad Science Foundation,"
			95		",78,7754,"
			5.567		",-2016
7225,"

			List: $19.99
		

New Amazon: $59.99




","
			5.68		",,"
			List: $19.99
		",Ghooost!,"
			921		",78,7761,"
			5.567		",-2013
7226,,"
			6.41		","
","]
					",Tori,"
			95		",78,7763,"
			5.567		",-2010
7227,"
","
			6.69		",,"
														
													[",Guns of August,"
			70		",78,7764,"
			5.567		",-2011
7228,"
","
			6.59		",,"
														
													[",They Shall Not Pass: The Battle of Verdun 1916,"
			91		",78,7772,"
			5.567		",-2007
7229,,"
			9.26		","
Take That
(2016)
","]
					",Sine Tempore,"
			94		",78,7773,"
			5.567		",-2018
7230,,"
			6.32		","

Used Amazon: $99.95

","]
					",Clocks,"
			151		",78,7776,"
			5.567		",-2012
7231,"

Used Amazon: $99.95

","
			5.93		","
A Blood-Red Banner: The Alamo
(2011)
","
",Samurai & Katana,"
			260		",78,7777,"
			5.567		",-1999
7232,"

			List: $59.99
		

Lowest Amazon: $32.00


New Amazon: $32.24




","
			6.36		","
New Amazon: $32.24



","
			List: $59.99
		",Rhein: River Trade,"
			105		",78,7779,"
			5.567		",-2016
7233,,"
			5.88		","
POW!
(2016)
","]
					",Battlemist,"
			317		",78,7781,"
			5.567		",-1998
7234,"

			List: $34.99
		

Lowest Amazon: $28.00


New Amazon: $28.99

","
			6.09		","
New Amazon: $28.99
","
			List: $34.99
		",Galaxy's Edge,"
			170		",78,7789,"
			5.567		",-2009
7235,"

Used Amazon: $59.99

","
			6.72		","
LEADERS: The Combined Strategy Game
(2013)
","
",A Frozen Hell,"
			80		",78,7792,"
			5.567		",-2000
7236,,"
			6.93		","
Grand Imperialism
(1978)
","]
					",LEADERS: The Combined Strategy Game,"
			137		",78,7793,"
			5.567		",-2013
7237,"

New Amazon: $50.00

","
			6.47		","
La Grande Armée
(1972)
","
",Video Game High School,"
			125		",78,7796,"
			5.567		",-2014
7238,,"
			5.86		","
Morelli
(2011)
","]
					",Gum Gum Machine,"
			278		",78,7798,"
			5.567		",-2015
7239,"

			List: $34.99
		

New Amazon: $28.82

","
			5.98		",,"
			List: $34.99
		",Whitewater,"
			208		",79,7803,"
			5.567		",-2012
7240,,"
			8.72		","
High Score
(2018)
","]
					",Aeon's End: The New Age,"
			40		",79,7810,"
			5.566		",-2019
7241,,"
			7.10		","

Lowest Amazon: $17.55


New Amazon: $18.58




","]
					",Wilderness Empires,"
			60		",79,7817,"
			5.566		",-2015
7242,"

Lowest Amazon: $17.55


New Amazon: $18.58




","
			7.48		",,"
",Wartime: The Battle of Valyance Vale,"
			52		",79,7818,"
			5.566		",-2017
7243,,"
			6.33		","
Dampfross 2
(1985)
","]
					",Rome & Carthage,"
			131		",79,7819,"
			5.566		",-1954
7244,"

			List: $40.00
		

Lowest Amazon: $20.50


New Amazon: $32.16




","
			6.53		","
New Amazon: $32.16



","
			List: $40.00
		",Apollo XIII,"
			110		",79,7824,"
			5.566		",-2015
7245,"

Used Amazon: $20.95

","
			6.54		","
Biergarten
(2016)
","
",Titans of Industry,"
			93		",79,7825,"
			5.566		",-2013
7246,,"
			7.10		","
Expedite
(2012)
","]
					",Suez '56: Anglo French Intervention in Egypt,"
			53		",79,7828,"
			5.566		",-2015
7247,"

			List: $45.99
		

New Amazon: $39.95

","
			7.26		",,"
			List: $45.99
		",Expedite,"
			73		",79,7830,"
			5.566		",-2012
7248,,"
			6.79		","
Splut!
(2009)
","]
					",Apocalypse: The Game of Nuclear Devastation,"
			67		",79,7836,"
			5.566		",-1980
7249,"
iOS App: Free
","
			6.80		",,"<a class=""ulprice"" href=""https://itunes.apple.com/us/app/splut/id470124984?uo=4&amp;mt=8&amp;at=10lazE"" target=""_blank"">iOS App: <span class=""positive"">Free</span></a>",Splut!,"
			76		",79,7838,"
			5.566		",-2009
7250,"

			List: $45.00
		

Lowest Amazon: $22.56


New Amazon: $25.28




","
			7.23		","
New Amazon: $25.28



","
			List: $45.00
		",Rick and Morty: The Pickle Rick Game,"
			56		",79,7846,"
			5.566		",-2018
7251,,"
			6.20		",,"]
					",Kingpin,"
			169		",79,7849,"
			5.566		",-2009
7252,,"
			7.00		","
Zock 'n' Roll
(2016)
","]
					",21 Days,"
			132		",79,7850,"
			5.566		",-2017
7253,"

New Amazon: $39.95

","
			5.81		","
Borodino: Napoleon in Russia 1812
(2012)
","
",Sherwood Forest,"
			366		",79,7854,"
			5.566		",-2009
7254,"

			List: $67.48
		

Lowest Amazon: $70.00


New Amazon: $79.19




","
			7.11		","
New Amazon: $79.19



","
			List: $67.48
		",Borodino: Napoleon in Russia 1812,"
			64		",79,7855,"
			5.566		",-2012
7255,"

			List: $12.99
		

Lowest Amazon: $14.99


New Amazon: $24.99




","
			5.68		","
New Amazon: $24.99



","
			List: $12.99
		",Monopoly Express,"
			820		",79,7857,"
			5.566		",-1991
7256,,"
			7.38		","
Fantastic Park
(2017)
","]
					",Skirmish Wars: Advance Tactics,"
			67		",79,7858,"
			5.566		",-2009
7257,"

			List: $24.99
		

Lowest Amazon: $9.41


New Amazon: $17.89




","
			5.76		","
New Amazon: $17.89



","
			List: $24.99
		",Curses!,"
			526		",79,7866,"
			5.565		",-2001
7258,,"
			7.90		","
Warzone: Universe Under Siege
(2004)
","]
					",Sergeants Miniatures Game: Red Devils,"
			37		",79,7870,"
			5.565		",-2013
7259,"
","
			6.79		",,"
														
													[",Empires at Sea,"
			106		",79,7876,"
			5.565		",-2016
7260,,"
			6.22		","
Sagunto: The Battle for Valencia
(1993)
","]
					",La Loire,"
			119		",79,7878,"
			5.565		",-2012
7261,,"
			6.39		",,"]
					",Lumis: Der Pfad des Feuers,"
			95		",79,7887,"
			5.565		",-2015
7262,,"
			6.52		",,"]
					",Crisis: Sinai 1973,"
			92		",79,7888,"
			5.565		",-1995
7263,,"
			7.18		","
Lords of the Spanish Main
(2006)
","]
					",Dicium,"
			62		",79,7889,"
			5.565		",-2018
7264,"
","
			6.74		","

Lowest Amazon: $5.00


New Amazon: $9.99





","
														
													[",Lords of the Spanish Main,"
			62		",79,7891,"
			5.565		",-2006
7265,"

Lowest Amazon: $5.00


New Amazon: $9.99




","
			6.64		",,"
",The Nightmare Before Christmas TCG,"
			85		",79,7892,"
			5.565		",-2005
7266,,"
			6.71		","
Greentown
(2006)
","]
					",oddball Aeronauts 2: Double the Trouble,"
			80		",79,7894,"
			5.565		",-2015
7267,"

New Amazon: $9.38




","
			6.41		","
Kacper Ryx i Król Żebraków
(2016)
","
",Shop 'N Time,"
			102		",79,7899,"
			5.565		",-2017
7268,"

New Amazon: $200.00

","
			7.74		","
The Big Book of Madness
(2015)
","
",Conflict of Heroes: Storms of Steel! – Kursk 1943,"
			1394		",8,701,"
			6.658		",-2009
7269,"

			List: $39.99
		

Lowest Amazon: Too low to display


New Amazon: $26.78




","
			7.03		","
New Amazon: $26.78



","
			List: $39.99
		",The Big Book of Madness,"
			4403		",8,702,"
			6.658		",-2015
7270,"

			List: $69.99
		

New Amazon: $54.00




","
			7.37		","
iOS App: $12.99
","
			List: $69.99
		",1812: The Invasion of Canada,"
			2031		",8,703,"
			6.658		",-2012
7271,"

			List: $49.99
		

New Amazon: $35.74




","
			7.26		",,"
			List: $49.99
		",Islebound,"
			2398		",8,704,"
			6.657		",-2016
7272,"
iOS App: $2.99
","
			6.79		","

			List: $14.99
		

Lowest Amazon: $2.99


New Amazon: $5.62


","<a class=""ulprice"" href=""https://itunes.apple.com/us/app/qwirkle/id684932119?uo=4&amp;mt=8&amp;at=10lazE"" target=""_blank"">iOS App: <span class=""positive"">$2.99</span></a>",Qwirkle,"
			13322		",8,705,"
			6.657		",-2006
